"Specific Product Standard","Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Currency / Unit","Fairtrade minimum price","Fairtrade premium","Date of validity","Product specific information"
"Fresh Fruit","Orange","Conventional","Valencia","South Africa","SPO / HL","FOB","ZAR/kg","3.05","0.45","21/Mar/05",""
"Fresh Fruit","Orange","Conventional","","Egypt","SPO / HL","FOB","USD/kg","0.39","0.03","19/Dec/05",""
"Fresh Fruit","Orange","Conventional","","Morocco","SPO / HL","FOB","EUR/kg","0.33","0.03","9/Nov/05",""
"Fresh Fruit","Orange","Organic","for juice","Worldwide","SPO / HL","EXW","USD/40.8 Kg","7.5","0.8","7/Jan/19","for processing in consumer countries"
"Fresh Fruit","Orange","Organic","Navel","Argentina","SPO / HL","EXW","USD/kg","0.15","0.02","21/Mar/05","pre-packed"
"Fresh Fruit","Orange","Organic","Navel","Egypt","SPO / HL","FOB","USD/kg","0.55","0.03","before 2004",""
"Fresh Fruit","Orange","Organic","Valencia","Argentina","SPO / HL","EXW","USD/kg","0.15","0.02","21/Mar/05","pre-packed"
"Fresh Fruit","Orange","Organic","Valencia","Egypt","SPO / HL","FOB","USD/kg","0.55","0.03","before 2004",""
"Fresh Fruit","Papaya","Conventional","for drying","Eastern Africa","SPO","EXW","USD/MT","105","17","17/Dec/12",""
"Fresh Fruit","Papaya","Conventional","for processing","Eastern Africa","SPO / HL","EXW","USD/MT","105","17","17/Dec/12",""
"Fresh Fruit","Papaya","Conventional","fresh","Brazil","SPO / HL","EXW/FOB","EUR/kg","Commercial price","0.18","15/Jan/18",""
"Fresh Fruit","Papaya","Conventional","fresh","Worldwide (exc. Brazil)","SPO / HL","FOB","-","Commercial price","11% of the commercial price","15/Jan/18",""
"Fresh Fruit","Papaya","Organic","for drying","Eastern Africa","SPO","EXW","USD/MT","117","17","17/Dec/12",""
"Fresh Fruit","Papaya","Organic","for processing","Eastern Africa","SPO / HL","EXW","USD/MT","117","17","17/Dec/12",""
"Fresh Fruit","Papaya","Organic","for processing","Peru","SPO / HL","EXW","USD/MT","174","20","4/May/06",""
"Fresh Fruit","Papaya","Organic","fresh","Brazil","SPO / HL","EXW","EUR/kg","Commercial price","0.18","15/Jan/18",""
"Fresh Fruit","Papaya","Organic","fresh","Worldwide (exc. Brazil)","SPO / HL","EXW","-","Commercial price","11% of the commercial price","15/Jan/18",""
"Fresh Fruit","Passion Fruit","Conventional","for processing","Eastern Africa","SPO / HL","EXW","USD/MT","190","28","22/Apr/13",""
"Fresh Fruit","Passion Fruit","Conventional","for processing","South America","SPO / HL","EXW","USD/MT","295","42","30/Apr/10",""
"Fresh Fruit","Passion Fruit","Conventional","for processing","South-Eastern Asia","SPO / HL","EXW","USD/MT","240","36","8/Mar/12",""
"Fresh Fruit","Passion Fruit","Conventional","for processing","Southern Asia","SPO / HL","EXW","USD/MT","240","36","28/Aug/14",""
"Fresh Fruit","Passion fruit","Conventional","","Worldwide","SPO / HL","EXW","USD/MT","Commercial price","100","8/Mar/12","Includes all species of edible fruit in the genus Passiflora"
"Fresh Fruit","Passion Fruit","Organic","for processing","Eastern Africa","SPO / HL","EXW","USD/MT","210","32","22/Apr/13",""
"Fresh Fruit","Passion Fruit","Organic","for processing","South America","SPO / HL","EXW","USD/MT","320","45","30/Apr/10",""
"Fresh Fruit","Passion Fruit","Organic","for processing","South-Eastern Asia","SPO / HL","EXW","USD/MT","264","39","8/Mar/12",""
"Fresh Fruit","Passion Fruit","Organic","for processing","Southern Asia","SPO / HL","EXW","USD/MT","264","39","28/Aug/14",""
"Fresh Fruit","Passion fruit","Organic","","Worldwide","SPO / HL","EXW","USD/MT","Commercial price","110","8/Mar/12","Includes all species of edible fruit in the genus Passiflora"
"Fresh Fruit","Peach","Conventional","","Argentina","SPO / HL","EXW","USD/kg","0.27","0.07","15/Nov/07","excluding packing"
"Fresh Fruit","Peach","Conventional","","Argentina","SPO / HL","EXW","USD/kg","0.43","0.07","15/Nov/07","including packing"
"Fresh Fruit","Peach","Conventional","","Southern Africa","SPO / HL","EXW","ZAR/kg","18","3","1/Dec/09",""
"Fresh Fruit","Peach","Conventional","","Southern Africa","SPO / HL","FOB","ZAR/kg","20","3","1/Dec/09",""
"Fresh Fruit","Peach","Organic","","Southern Africa","SPO / HL","EXW","ZAR/kg","22","3","1/Dec/09",""
"Fresh Fruit","Peach","Organic","","Southern Africa","SPO / HL","FOB","ZAR/kg","24","3","1/Dec/09",""
"Fresh Fruit","Pear","Conventional","for drying","South America","SPO","EXW","USD/kg","0.06","0.01","10/Feb/10",""
"Fresh Fruit","Pear","Conventional","for processing","South America","SPO / HL","EXW","USD/kg","0.06","0.01","28/Sep/09",""
"Fresh Fruit","Pear","Conventional","Blushed","South Africa","SPO / HL","FOB","ZAR/kg","5.63","0.84","21/Mar/05",""
"Fresh Fruit","Pear","Conventional","Brown","South Africa","SPO / HL","FOB","ZAR/kg","4.19","0.62","21/Mar/05",""
"Fresh Fruit","Pear","Conventional","Green","South Africa","SPO / HL","FOB","ZAR/kg","3.63","0.54","21/Mar/05",""
"Fresh Fruit","Pear","Conventional","","South America","SPO / HL","EXW","USD/kg","0.5","0.08","28/Sep/09",""
"Fresh Fruit","Pear","Conventional","","South America","SPO / HL","FOB","USD/kg","0.55","0.08","28/Sep/09",""
"Fresh Fruit","Pear","Organic","for drying","South America","SPO","EXW","USD/kg","0.07","0.01","10/Feb/10",""
"Fresh Fruit","Pear","Organic","for processing","South America","SPO / HL","EXW","USD/kg","0.07","0.01","10/Feb/10",""
"Fresh Fruit","Pear","Organic","","South America","SPO / HL","EXW","USD/kg","0.58","0.08","10/Feb/10",""
"Fresh Fruit","Pear","Organic","","South America","SPO / HL","FOB","USD/kg","0.63","0.08","10/Feb/10",""
"Fresh Fruit","Physalis","Conventional","for drying","Worldwide","SPO","EXW/FOB","USD/kg","Commercial price","0.1","4/May/11",""
"Fresh Fruit","Physalis","Conventional","fresh","Worldwide","SPO / HL","EXW/FOB","USD/kg","Commercial price","0.1","4/May/11",""
"Fresh Fruit","Physalis","Organic","for drying","Worldwide","SPO","EXW/FOB","USD/kg","Commercial price","0.1","4/May/11",""
"Fresh Fruit","Physalis","Organic","fresh","Worldwide","SPO / HL","EXW/FOB","USD/kg","Commercial price","0.1","4/May/11",""
"Fresh Fruit","Pineapple","Conventional","for drying","Ghana","SPO / HL","EXW","USD/kg","0.19","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","for drying","South-Eastern Asia","SPO","EXW","USD/kg","0.18","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","for drying","Southern Asia","SPO","EXW","EUR/kg","0.19","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","for drying","Western Africa (exc. Ghana)","SPO","EXW","USD/kg","0.25","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","for processing","South-Eastern Asia","SPO / HL","EXW","USD/kg","0.18","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","for processing","Southern Africa","SPO / HL","EXW","USD/kg","0.19","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","for processing","Southern Asia","SPO / HL","EXW","EUR/kg","0.19","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","for processing","Western Africa","SPO / HL","EXW","USD/kg","0.19","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","Central America and Mexico","SPO / HL","EXW","USD/kg","0.53","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","Central America and Mexico","SPO / HL","FOB","USD/kg","0.66","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","South-Eastern Asia","SPO / HL","EXW","USD/kg","0.24","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","South-Eastern Asia","SPO / HL","FOB","USD/kg","0.36","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","Southern Asia","SPO / HL","EXW","EUR/kg","0.31","0.05","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","Southern Asia","SPO / HL","FOB","EUR/kg","0.41","0.05","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","Western Africa","SPO / HL","EXW","EUR/kg","0.33","0.05","3/Apr/18",""
"Fresh Fruit","Pineapple","Conventional","fresh","Western Africa","SPO / HL","FOB","EUR/kg","0.46","0.05","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for drying","Ghana","SPO / HL","EXW","USD/kg","0.22","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for drying","South-Eastern Asia","SPO","EXW","USD/kg","0.2","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for drying","Southern Asia","SPO","EXW","EUR/kg","0.21","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for drying","Western Africa (exc. Ghana)","SPO","EXW","USD/kg","0.3","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for processing","South-Eastern Asia","SPO / HL","EXW","EUR/kg","0.2","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for processing","Southern Africa","SPO / HL","EXW","USD/kg","0.22","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for processing","Southern Asia","SPO / HL","EXW","EUR/kg","0.21","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","for processing","Western Africa","SPO / HL","EXW","USD/kg","0.22","0.03","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","Central America and Mexico","SPO / HL","EXW","USD/kg","0.7","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","Central America and Mexico","SPO / HL","FOB","USD/kg","0.83","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","South-Eastern Asia","SPO / HL","EXW","USD/kg","0.28","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","South-Eastern Asia","SPO / HL","FOB","USD/kg","0.4","0.06","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","Southern Asia","SPO / HL","EXW","EUR/kg","0.36","0.05","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","Southern Asia","SPO / HL","FOB","EUR/kg","0.47","0.05","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","Western Africa","SPO / HL","EXW","EUR/kg","0.46","0.05","3/Apr/18",""
"Fresh Fruit","Pineapple","Organic","fresh","Western Africa","SPO / HL","FOB","EUR/kg","0.59","0.05","3/Apr/18",""
"Fresh Fruit","Plantain","Conventional","for processing","Worldwide","SPO / HL","EXW","USD/kg","0.26","0.03","9/Aug/13",""
"Fresh Fruit","Plantain","Conventional","Fresh","Worldwide","SPO / HL","EXW","USD/22kg","8.35","1.25","9/Aug/13",""
"Fresh Fruit","Plantain","Organic","for processing","Worldwide","SPO / HL","EXW","USD/kg","0.31","0.03","21/Jan/14",""
"Fresh Fruit","Plantain","Organic","Fresh","Worldwide","SPO / HL","EXW","USD/22kg","11.7","1.25","9/Aug/13",""
"Fresh Fruit","Plum","Conventional","all varieties","South Africa","SPO / HL","EXW","ZAR/kg","11.25","2.3","22/Jan/08","including packing"
"Fresh Fruit","Plum","Conventional","all varieties","South Africa","SPO / HL","FOB","ZAR/kg","11.55","2.3","22/Jan/08",""
"Fresh Fruit","Pomegranate","Conventional","for drying","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","4/Oct/12",""
"Fresh Fruit","Pomegranate","Conventional","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","4/Oct/12",""
"Fresh Fruit","Pomegranate","Conventional","fresh","Worldwide","SPO / HL","EXW/FOB","-","Commercial price","15% of the commercial price","4/Oct/12",""
"Fresh Fruit","Pomegranate","Organic","for drying","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","4/Oct/12",""
"Fresh Fruit","Pomegranate","Organic","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","4/Oct/12",""
"Fresh Fruit","Pomegranate","Organic","fresh","Worldwide","SPO / HL","EXW/FOB","-","Commercial price","15% of the commercial price","4/Oct/12",""
"Fresh Fruit","Pomelo  (Citrus maxima)","Conventional","Fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","29/Jul/19",""
"Fresh Fruit","Pomelo  (Citrus maxima)","Organic","Fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","29/Jul/19",""
"Fresh Fruit","Prickly Pear","Conventional","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Fresh Fruit","Prickly Pear","Conventional","Fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Fresh Fruit","Prickly Pear","Organic","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Fresh Fruit","Prickly Pear","Organic","Fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Fresh fruit","Rambutan  (Nephelium lappaceum)","Conventional","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the Commercial price","13/Apr/18",""
"Fresh fruit","Rambutan  (Nephelium lappaceum)","Organic","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the Commercial price","13/Apr/18",""
"Fresh Fruit","Raspberry","Conventional","for drying","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Fresh Fruit","Raspberry","Conventional","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Fresh Fruit","Raspberry","Conventional","","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Fresh Fruit","Raspberry","Organic","for drying","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Fresh Fruit","Raspberry","Organic","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Fresh Fruit","Raspberry","Organic","","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Fresh Fruit","Redcurrant","Conventional","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","4/Sep/13",""
"Fresh Fruit","Redcurrant","Conventional","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","4/Sep/13",""
"Fresh Fruit","Redcurrant","Organic","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","4/Sep/13",""
"Fresh Fruit","Redcurrant","Organic","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","4/Sep/13",""
"Fresh Fruit","Sapodilla  (Manilkara zapota)","Conventional","","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","29/Nov/19",""
"Fresh Fruit","Sapodilla  (Manilkara zapota)","Organic","","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","29/Nov/19",""
"Fresh fruit","Snake fruit  (Salacca zalacca)","Conventional","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the Commercial price","13/Apr/18",""
"Fresh fruit","Snake fruit  (Salacca zalacca)","Organic","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the Commercial price","13/Apr/18",""
"Fresh Fruit","Soft Citrus","Conventional","","Argentina","SPO / HL","EXW","USD/kg","0.15","0.02","4/May/06","pre-packed"
"Fresh Fruit","Soft Citrus","Conventional","","Northern Africa","SPO / HL","FOB","EUR/1kg","0.46","0.05","9/Nov/05",""
"Fresh Fruit","Soft Citrus","Conventional","","South Africa","SPO / HL","FOB","ZAR/kg","3.9","0.58","21/Mar/05",""
"Fresh Fruit","Soft Citrus","Organic","","Northern Africa","SPO / HL","FOB","EUR/kg","0.63","0.05","22/Jan/08",""
"Fresh Fruit","Soursop","Conventional","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","3/May/17",""
"Fresh Fruit","Soursop","Conventional","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","3/May/17",""
"Fresh Fruit","Soursop","Organic","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","3/May/17",""
"Fresh Fruit","Soursop","Organic","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","3/May/17",""
"Fresh Fruit","Strawberry  (Fragaria ananassa)","Conventional","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","27/Jan/14",""
"Fresh Fruit","Strawberry  (Fragaria ananassa)","Conventional","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","27/Jan/14",""
"Fresh Fruit","Strawberry  (Fragaria ananassa)","Organic","for processing","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","27/Jan/14",""
"Fresh Fruit","Strawberry  (Fragaria ananassa)","Organic","fresh","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","27/Jan/14",""
"Fresh Fruit","Table Grape","Conventional","fresh; unpacked","Argentina","SPO / HL","EXW","USD/Kg","1","0.15","28/Oct/13",""
"Fresh Fruit","Table Grape","Conventional","fresh; unpacked","Brazil","SPO / HL","EXW","USD/Kg","1","0.15","28/Oct/13",""
"Fresh Fruit","Table Grape","Conventional","packed in boxes/bags","Central America and Mexico","SPO / HL","EXW","USD/kg","0.88","0.1","10/Mar/11",""
"Fresh Fruit","Table Grape","Conventional","packed in boxes/bags","Central America and Mexico","SPO / HL","FOB","USD/kg","1.1","0.1","10/Mar/11",""
"Fresh Fruit","Table Grape","Conventional","packed in boxes/bags","Chile","SPO / HL","EXW","USD/kg","0.88","0.17","1/Dec/09",""
"Fresh Fruit","Table Grape","Conventional","packed in boxes/bags","Chile","SPO / HL","FOB","USD/kg","1.1","0.17","1/Dec/09",""
"Fresh Fruit","Table Grape","Conventional","Post-Christmas","Namibia","SPO / HL","FOB","ZAR/kg","10.23","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","Post-Christmas","South Africa","SPO / HL","FOB","ZAR/kg","10.23","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","Post-Christmas packed in punnets","Namibia","SPO / HL","FOB","ZAR/kg","12.42","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","Post-Christmas packed in punnets","South Africa","SPO / HL","FOB","ZAR/kg","12.42","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","Pre-Christmas","Namibia","SPO / HL","FOB","ZAR/kg","11.42","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","Pre-Christmas","South Africa","SPO / HL","FOB","ZAR/kg","11.42","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","Pre-Christmas packed in punnets","Namibia","SPO / HL","FOB","ZAR/kg","14.34","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","Pre-Christmas packed in punnets","South Africa","SPO / HL","FOB","ZAR/kg","14.34","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Conventional","red and green seedless; packed in punnets","India","SPO / HL","FOB","EUR/kg","1.36","0.12","1/Feb/11",""
"Fresh Fruit","Table Grape","Conventional","red and green seedless; unpacked","India","SPO / HL","EXW","EUR/kg","0.83","0.12","1/Feb/11",""
"Fresh Fruit","Table Grape","Conventional","seeded red and white","Egypt","SPO / HL","FOB","EUR/kg","1.33","0.2","4/May/06",""
"Fresh Fruit","Table Grape","Conventional","seedless red and white","Egypt","SPO / HL","FOB","EUR/kg","1.33","0.2","4/May/06",""
"Fresh Fruit","Table Grape","Organic","fresh; unpacked","Argentina","SPO / HL","EXW","USD/Kg","1.15","0.15","28/Oct/13",""
"Fresh Fruit","Table Grape","Organic","fresh; unpacked","Brazil","SPO / HL","EXW","USD/Kg","1.15","0.15","28/Oct/13",""
"Fresh Fruit","Table Grape","Organic","packed in boxes/bags","Central America and Mexico","SPO / HL","EXW","USD/kg","1.01","0.1","10/Mar/11",""
"Fresh Fruit","Table Grape","Organic","packed in boxes/bags","Central America and Mexico","SPO / HL","FOB","USD/kg","1.27","0.1","10/Mar/11",""
"Fresh Fruit","Table Grape","Organic","packed in boxes/bags","Chile","SPO / HL","EXW","USD/kg","1.01","0.17","1/Dec/09",""
"Fresh Fruit","Table Grape","Organic","packed in boxes/bags","Chile","SPO / HL","FOB","USD/kg","1.27","0.17","1/Dec/09",""
"Fresh Fruit","Table Grape","Organic","Post-Christmas","Namibia","SPO / HL","FOB","ZAR/kg","12.34","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","Post-Christmas","South Africa","SPO / HL","FOB","ZAR/kg","12.34","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","Post-Christmas packed in punnets","Namibia","SPO / HL","FOB","ZAR/kg","14.61","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","Post-Christmas packed in punnets","South Africa","SPO / HL","FOB","ZAR/kg","14.61","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","Pre-Christmas","Namibia","SPO / HL","FOB","ZAR/kg","13.32","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","Pre-Christmas","South Africa","SPO / HL","FOB","ZAR/kg","13.32","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","Pre-Christmas packed in punnets","Namibia","SPO / HL","FOB","ZAR/kg","16.58","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","Pre-Christmas packed in punnets","South Africa","SPO / HL","FOB","ZAR/kg","16.58","1.31","19/Dec/05",""
"Fresh Fruit","Table Grape","Organic","seedless red and white","Egypt","SPO / HL","EXW","EUR/kg","0.94","0.12","17/Aug/04","pre-packed"
"Fresh Fruit","Watermelon","Conventional","","Worldwide","SPO / HL","EXW/FOB","USD/kg","Commercial price","0.02","31/Mar/11",""
"Fresh Fruit","Watermelon","Organic","","Worldwide","SPO / HL","EXW/FOB","USD/kg","Commercial price","0.02","31/Mar/11",""
"Fresh Fruit","Wine grape","Conventional","","Georgia","SPO / HL","EXW","EUR/kg","0.25","0.05","31/Mar/10",""
"Fresh Fruit","Wine grape","Conventional","","Lebanon","SPO / HL","EXW","EUR/kg","0.72","0.05","31/Mar/10",""
"Fresh Fruit","Wine grape","Conventional","","Northern Africa","SPO / HL","EXW","EUR/kg","0.25","0.05","31/Mar/10",""
"Fresh Fruit","Wine grape","Conventional","","South Africa","SPO / HL","EXW","ZAR/kg","2.19","0.6","27/Jan/14",""
"Fresh Fruit","Wine grape","Conventional","","South America","SPO / HL","EXW","EUR/kg","0.28","0.05","31/Jul/14",""
"Fresh Fruit","Wine grape","Organic","","Georgia","SPO / HL","EXW","EUR/kg","0.3","0.05","31/Mar/10",""
"Fresh Fruit","Wine grape","Organic","","Lebanon","SPO / HL","EXW","EUR/kg","0.8","0.05","31/Mar/10",""
"Fresh Fruit","Wine grape","Organic","","Northern Africa","SPO / HL","EXW","EUR/kg","0.3","0.05","31/Mar/10",""
"Fresh Fruit","Wine grape","Organic","","South Africa","SPO / HL","EXW","ZAR/kg","2.57","0.6","27/Jan/14",""
"Fresh Fruit","Wine grape","Organic","","South America","SPO / HL","EXW","EUR/kg","0.33","0.05","31/Jul/14",""
"Gold and Associated Precious Metals for Artisanal and Small-Scale Mining","Gold","Conventional","","Worldwide","ASMO","FOB","USD/kg","95% of the LBMA price","2000","1/Aug/13",""
"Gold and Associated Precious Metals for Artisanal and Small-Scale Mining","Gold","Ecological","","Worldwide","ASMO","FOB","USD","95% of the LBMA price","15% of the LBMA price","1/Aug/13",""
"Gold and Associated Precious Metals for Artisanal and Small-Scale Mining","Platinum","Conventional","","Worldwide","ASMO","FOB","-","95% of the LPPM price","10% of the LPPM price","1/Aug/13",""
"Gold and Associated Precious Metals for Artisanal and Small-Scale Mining","Platinum","Ecological","","Worldwide","ASMO","FOB","-","95% of the LPPM price","15% of the LPPM price","1/Aug/13",""
"Gold and Associated Precious Metals for Artisanal and Small-Scale Mining","Silver","Conventional","","Worldwide","ASMO","FOB","USD","95% of the LBMA price","10% of the LBMA price","1/Aug/13",""
"Gold and Associated Precious Metals for Artisanal and Small-Scale Mining","Silver","Ecological","","Worldwide","ASMO","FOB","USD","95% of the LBMA price","15% of the LBMA price","1/Aug/13",""
"Herbs and Herbal Teas and Spices","Camomile  (Anthemis nobilis, Matricaria sp.)","Conventional","","Worldwide","HL","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Camomile  (Anthemis nobilis, Matricaria sp.)","Conventional","","Worldwide","SPO","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Camomile  (Anthemis nobilis, Matricaria sp.)","Organic","","Worldwide","HL","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Camomile  (Anthemis nobilis, Matricaria sp.)","Organic","","Worldwide","SPO","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cardamom  (Elettaria and Amonum sp.)","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cardamom  (Elettaria and Amonum sp.)","Organic","","India","SPO","EXW","EUR/kg","5.53","0.99","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cardamom  (Elettaria and Amonum sp.)","Organic","","Sri Lanka","SPO","EXW","EUR/kg","5.53","0.99","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cardamom  (Elettaria and Amonum sp.)","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cinnamon  (Cinnamomum sp.)","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cinnamon  (Cinnamomum sp.)","Organic","","India","SPO","EXW","EUR/kg","3.64","0.21","12/May/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cinnamon  (Cinnamomum sp.)","Organic","","Sri Lanka","SPO","EXW","EUR/kg","3.64","0.21","12/May/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Cinnamon  (Cinnamomum sp.)","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Clove  (Eugenia caryphyllata, Syzygium aromaticum)","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Clove  (Eugenia caryphyllata, Syzygium aromaticum)","Organic","","India","SPO","EXW","EUR/kg","2.36","0.31","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Clove  (Eugenia caryphyllata, Syzygium aromaticum)","Organic","","Sri Lanka","SPO","EXW","EUR/kg","2.36","0.31","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Clove  (Eugenia caryphyllata, Syzygium aromaticum)","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Fresh herbs and dried herbs for tea without specified prices","Conventional","","Worldwide","HL","","-","Commercial price","15% of the commercial price","1/Aug/12","Look at the product description in the specific product standard"
